token,frequency
charging £20-25 per,1
head with a,1
rating although children,1
are not really,1
really welcome is,1
rated but mid-priced,1
but mid-priced english,1
range highly recommended,1
highly recommended serves,1
recommended serves mid-range,1
serves mid-range english,1
has low budget,1
low budget menu,1
budget menu items,1
near sells sushi,1
centre restaurant you,1
the mid level,1
mid level price,1
level price range,1
of 5 peoples,1
5 peoples says,1
peoples says is,1
says is a,1
with a prices,1
a prices more,1
prices located riverside,1
friendly at our,1
at our 5,1
our 5 out,1
prices are hard,1
hard to beat,1
to beat it,1
beat it is,1
can also dine,1
also dine on,1
city center its,1
center its a,1
the an pub,1
an pub offers,1
offers mid-priced oriental,1
mid-priced oriental style,1
oriental style food,1
a high-rated riverside,1
high-rated riverside gastro-pub,1
riverside gastro-pub serving,1
gastro-pub serving english,1
is the lowly,1
lowly rated family,1
rating a non-children-friendly,1
a non-children-friendly pub,1
non-children-friendly pub named,1
is around 20-25,1
around 20-25 pounds,1
pasta dishes their,1
dishes their prices,1
prices are competitive,1
are competitive is,1
competitive is an,1
is an fairly,1
an fairly priced,1
fairly priced very,1
priced very highly,1
favored british restaurant,1
the river great,1
river great for,1
for families staying,1
the is higher,1
is higher end,1
end price wise,1
price wise for,1
wise for food,1
a low-cost 1,1
low-cost 1 star,1
named the menu,1
menu includes italian,1
includes italian dishes,1
italian dishes the,1
dishes the averagely,1
averagely rated offers,1
rated offers english,1
priced an is,1
an is kid-friendly,1
30 euros named,1
star is not,1
serves fast-food medium,1
fast-food medium priced,1
available in area,1
in area at,1
centre 's one,1
french food being,1
food being a,1
being a riverside,1
riverside venue it,1
the riverside offer,1
riverside offer moderate,1
priced italian meals,1
italian meals unfortunately,1
meals unfortunately kids,1
not permitted there,1
permitted there is,1
and named near,1
near that had,1
that had whine,1
had whine and,1
and cheese platters,1
cheese platters is,1
platters is a,1
rating by is,1
expensive noodles is,1
called which gets,1
which gets a,1
shop serving moderately-priced,1
star reviews rated,1
reviews rated 5,1
cheap restaurant includes,1
restaurant includes near,1
includes near with,1
want a good,1
good coffee just,1
family friendly area,1
friendly area riverside,1
river this restaurant,1
it is middle,1
shop offering low,1
low priced great,1
priced great tasting,1
tasting food and,1
friendly with 20-25,1
with 20-25 euro,1
20-25 euro price,1
italian food available,1
food available but,1
available but is,1
family-friendly this establishment,1
euros in riverside,1
pub with moderately,1
shop of fast,1
river near has,1
a nearby high-rating,1
nearby high-rating kids,1
high-rating kids friendly,1
child friendly £20-25,1
friendly £20-25 dishes,1
£20-25 dishes the,1
dishes the restaurant,1
the restaurant customer,1
want a well-rated,1
a well-rated spaghetti,1
well-rated spaghetti washed,1
spaghetti washed down,1
washed down with,1
down with a,1
of wine try,1
wine try it,1
town and moderately,1
range priced restaurant,1
near the try,1
the try for,1
try for 3,1
for 3 star,1
rated food medium,1
food medium pricing,1
pricing located on,1
moderate a japanese,1
5 but but,1
but but children,1
welcome is children,1
average is not,1
pub the city,1
is £20-25 for,1
£20-25 for an,1
english meal under,1
meal under £20,1
family unfriendly setting,1
unfriendly setting visit,1
setting visit if,1
n't mind low,1
mind low ratings,1
ratings is situated,1
restaurant i give,1
i give near,1
give near a,1
of 5. family,1
5. family friendly,1
serves sushi you,1
sushi you will,1
will find moderate,1
find moderate prices,1
prices and italian,1
riverside coffee ship,1
rating you already,1
you already know,1
already know you,1
know you 'll,1
you 'll enjoy,1
'll enjoy it,1
enjoy it located,1
a must when,1
must when visiting,1
when visiting the,1
visiting the area,1
the area they,1
they serve breakfast,1
breakfast and are,1
recommended by all,1
by all its,1
all its customers,1
city centre garners,1
centre garners average,1
garners average customer,1
one star moderately-priced,1
star moderately-priced restaurant,1
moderately-priced restaurant called,1
5 pub provides,1
pub provides british,1
not permitted in,1
permitted in the,1
in the premises,1
the premises there,1
premises there is,1
called price range,1
this restaurant will,1
restaurant will be,1
will be about,1
be about £20-25,1
near is 's,1
is 's pub,1
's pub welcomes,1
pub welcomes families,1
welcomes families serves,1
families serves food,1
family visit located,1
5 rated great,1
rated great food,1
food great service,1
great service if,1
service if you,1
go near might,1
go the menu,1
a friendly restaurant,1
chinese food looking,1
french eatery look,1
eatery look for,1
look for near,1
for near around,1
near around is,1
between £20-25 called,1
near visit a,1
friendly burger and,1
fair price near,1
friendly business offering,1
business offering indian,1
there 's which,1
's which does,1
which does english,1
riverside down glisson,1
down glisson road,1
glisson road lies,1
road lies a,1
lies a restaurant,1
restaurant known by,1
known by many,1
by many as,1
many as a,1
as a fine,1
a fine winery,1
fine winery that,1
winery that also,1
also offers cheese,1
cheese and fondue,1
and fondue samples,1
fondue samples to,1
samples to match,1
to match the,1
match the wine,1
the wine they,1
wine they provide,1
they provide and,1
provide and today,1
and today they,1
today they are,1
they are celebrating,1
are celebrating the,1
celebrating the summer,1
the summer solstice,1
summer solstice in,1
solstice in the,1
is ranked as,1
ranked as 1-star,1
as 1-star if,1
1-star if your,1
£20 then is,1
your place it,1
near however the,1
japanese food experience,1
range placed close,1
the university kids,1
university kids can,1
kids can eat,1
at the golden,1
the golden city,1
golden city is,1
in restaurant it,1
rating try serving,1
is a low-ratings,1
a low-ratings and,1
low-ratings and they,1
and they located,1
they located near,1
kids-friendly pub close,1
family place next,1
high customer its,1
customer its a,1
's cheap is,1
riverside establishment for,1
establishment for a,1
£20 try in,1
shop near chesterton,1
chesterton road offers,1
road offers fruit,1
offers fruit wine,1
near that the,1
that the customers,1
kids friendly find,1
friendly find a,1
5 for my,1
for my family,1
my family the,1
a reasonably cheap,1
reasonably cheap priced,1
prices near city,1
expensive italian place,1
friendly but gets,1
but gets average,1
price is average,1
priced indian place,1
rating and slightly,1
and slightly higher,1
riverside their menu,1
located in coffee,1
go for sushi,1
and coffee a,1
coffee a moderately,1
is it gets,1
it gets lower,1
gets lower ratings,1
lower ratings by,1
by customers french,1
customers french food,1
shop serving average-priced,1
serving average-priced indian,1
average-priced indian food,1
kid friendly no,1
friendly no children,1
catered for serves,1
for serves japanese,1
price list but,1
list but 1,1
of 5 foe,1
5 foe customer,1
foe customer reviews,1
shop features an,1
non kids-friendly restaurant,1
kids-friendly restaurant at,1
affordable and with,1
food although does,1
review of average,1
are welcome but,1
of £20-£25 but,1
£20-£25 but do,1
you away we,1
away we 're,1
the and have,1
moderate cost coffee,1
friendly as had,1
as had a,1
it 's of,1
's of high,1
of high price,1
price but average,1
high customer raring,1
customer raring it,1
raring it serves,1
centre with italian,1
cheap near on,1
japanese near is,1
english restaurant reserving,1
restaurant reserving at,1
reserving at the,1
with a starring,1
a starring of,1
starring of 1,1
are welcome too,1
welcome too a,1
too a pub,1
moderate ratings selling,1
ratings selling japanese,1
near a its,1
a its customer,1
english food japanese,1
take-away serves indian,1
riverside providing 1,1
customers but its,1
shop provides delicious,1
shop that features,1
that features average,1
features average priced,1
family friendly vibe,1
friendly vibe it,1
vibe it is,1
customers serves up,1
serves up classic,1
up classic american,1
classic american comfort,1
american comfort food,1
comfort food at,1
at a cut,1
a cut above,1
cut above the,1
the rest there,1
rest there is,1
has a 1-star,1
centre the cost,1
cost is in,1
in is which,1
which is french,1
is french more,1
price food in,1
riverside italian pub,1
is considered family-friendly,1
that 20 is,1
pub featuring italian,1
featuring italian foods,1
riverside price rang,1
rang is about,1
about average serves,1
average serves cheap,1
pub the italian,1
kid friend is,1
friend is a,1
more that 30,1
that 30 pounds,1
but not children,1
friendly riverside fast,1
joint is with,1
visit pub is,1
inexpensive that is,1
riverside and high,1
its customers italian,1
customers italian meals,1
meals are being,1
are being served,1
kids pub named,1
english food high,1
cheap british restaurant,1
british restaurant close,1
which is for,1
adults and not,1
not children located,1
reputation near it,1
a river that,1
that is spacious,1
is spacious for,1
spacious for families,1
for families gastropub,1
families gastropub serving,1
gastropub serving english,1
rating they appear,1
they appear to,1
appear to not,1
and serve only,1
serve only fast,1
rating it 3,1
area features average-priced,1
features average-priced food,1
average-priced food and,1
poor ratings is,1
serving indian in,1
£20-25 customer rating,1
named is child-friendly,1
offers meals ranging,1
children-friendly environment located,1
5 expensive and,1
shop a short,1
from is not,1
that is the,1
shop 's prices,1
are lower than,1
a highly unrecommended,1
highly unrecommended family,1
unrecommended family establishment,1
family establishment serves,1
coffee shop served,1
shop served moderately,1
child-free environment is,1
is well reviewed,1
well reviewed place,1
reviewed place 5,1
place 5 stars,1
and with 3,1
but is adult,1
food the sits,1
the sits near,1
sits near an,1
near an averagely,1
centre and boasts,1
cheap near provides,1
kid-friendly there 's,1
fairly good pub,1
good pub called,1
to the place,1
food cheap is,1
name is right,1
a nice burger,1
nice burger place,1
over £30 selling,1
£30 selling french,1
children friendly was,1
food places near,1
places near riverside,1
riverside provides higher,1
provides higher priced,1
city named it,1
at low costs,1
near of enjoy,1
of enjoy at,1
enjoy at this,1
euro 's located,1
5 children rating,1
children rating it,1
serves expensive price,1
expensive price for,1
pub is for,1
cheese and antipasto,1
and antipasto the,1
antipasto the moderately,1
and it kid,1
try the price,1
range for the,1
ratings is less,1
5 try has,1
try has cheap,1
near on is,1
on is a,1
cheap english family-friendly,1
are average at,1
average at it,1
of 20-25. its,1
20-25. its customer,1
foods in moderate,1
and near this,1
of high this,1
