mr,ref,alignment
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","For Italian food in a kids friendly environment, try The Waterman restaurant. Priced between £20-25, it can be found in the riverside area near Raja Indian Cuisine.",(4: food) (22: familyfriendly) (54: name) (67: eattype) (95: pricerange) (127: area) (147: near)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",A reasonably priced between £20 - 25 Italian restaurant called The Waterman is located in the riverside area near Raja Indian Cuisine.,(28: pricerange) (35: food) (43: eattype) (61: name) (92: area) (112: near)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is an Italian restaurant. It is kids-friendly with a price range of £20 - 25. It is situated near the Raja Indian Cuisine establishment in the riverside area.,(0: name) (19: food) (27: eattype) (45: familyfriendly) (82: pricerange) (114: near) (155: area)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The kids friendly restaurant The Waterman offers Italian food at prices between £20-25. It is located near Raja Indian Cuisine in the riverside area.,(4: familyfriendly) (18: eattype) (29: name) (49: food) (80: pricerange) (108: near) (135: area)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Waterman is a cheap family friendly, Italian, restaurant.  It is located in riverside and can be found near Raja Indian Cuisine.",(0: name) (18: pricerange) (24: familyfriendly) (42: food) (52: eattype) (82: area) (114: near)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is an establishment selling Italian food and also has a restaurant on site. It is located by the riverside near Raja Indian Cuisine. It is a cheap place to eat and yes it is family friendly,(0: name) (41: food) (69: eattype) (111: area) (126: near) (156: pricerange) (187: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman restaurant is along the riverside near Raja Indian Cuisine that offers Italian food on a price range of cheap and is also family friendly.,(0: name) (13: eattype) (37: area) (52: near) (84: food) (117: pricerange) (135: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Near Raja Indian Cuisine their is a restaurant that is family friendly along the riverside named The Waterman which serves Italian food on a cheap price range.,(5: near) (36: eattype) (55: familyfriendly) (81: area) (97: name) (123: food) (141: pricerange)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Waterman, is a restaurant, serving Italian food,  in Riverside, near Raja Indian Cuisine, that is inexpensive and family friendly.",(0: name) (20: eattype) (41: food) (59: area) (76: near) (106: pricerange) (117: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","Near the Raja Indian Cuisine in riverside is The Waterman; a cheap family friendly, Italian, restaurant.",(9: near) (32: area) (45: name) (62: pricerange) (68: familyfriendly) (86: food) (96: eattype)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",There is a cheap restaurant called The Waterman that is located riverside that serves Italian food. It is family friendly and is near Raja Indian Cuisine.,(11: pricerange) (17: eattype) (35: name) (64: area) (86: food) (106: familyfriendly) (135: near)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",On the riverside near Raja Indian Cuisine is a cheap Italian establishment with a restaurant called The Waterman and yes it is family friendly,(7: area) (22: near) (47: pricerange) (53: food) (82: eattype) (100: name) (127: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is an expensive Italian restaurant in city centre near Raja Indian Cuisine. They are not child friendly.,(0: name) (19: pricerange) (29: food) (37: eattype) (51: area) (68: near) (102: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",on city centre there is a restaurant that sells Italian named The Waterman food has a high price and close to Raja Indian Cuisine,(3: area) (26: eattype) (48: food) (62: name) (86: pricerange) (110: near)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",Located in the city centre near Raja Indian Cuisine is an adult restaurant called The Waterman. This high priced restaurant serves Italian food.,(15: area) (32: near) (58: familyfriendly) (64: eattype) (82: name) (101: pricerange) (132: food)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",There is an Italian restaurant near Raja Indian Cuisine in city centre. The Waterman is expensive and isn't family-friendly.,(12: food) (20: eattype) (36: near) (59: area) (73: name) (89: pricerange) (109: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a restaurant with great Italian food not good for family and a high price is near to Raja Indian Cuisine,(0: name) (18: eattype) (40: food) (66: familyfriendly) (79: pricerange) (101: near)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a high priced adult restaurant that serves Italian food. It is located near Raja Indian Cuisine in the city centre.,(0: name) (18: pricerange) (30: familyfriendly) (36: eattype) (59: food) (93: near) (120: area)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",A high priced Italian restaurant and restaurant that is children friendly is called The Waterman. It is in the city centre near Raja Indian Cuisine.,(2: pricerange) (14: food) (22: eattype) (56: familyfriendly) (84: name) (112: area) (129: near)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a high priced Italian restaurant and restaurant in the city centre near Raja Indian Cuisine. It is children friendly.,(0: name) (18: pricerange) (30: food) (38: eattype) (71: area) (88: near) (115: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",A Children Friendly Italian restaurant located near Raja Indian Cuisine in the centre of the city named The Waterman has high price range for a restaurant,(2: familyfriendly) (20: food) (28: eattype) (52: near) (79: area) (104: name) (121: pricerange)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","The Waterman Italian restaurant is near Raja Indian Cuisine in the city centre area, it is child friendly however the is high price range.",(0: name) (13: food) (21: eattype) (40: near) (67: area) (91: familyfriendly) (121: pricerange)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",A Children Friendly Italian restaurant located near Raja Indian Cuisine in the centre of the city named The Waterman has high price range for a restaurant,(2: familyfriendly) (20: food) (28: eattype) (52: near) (79: area) (104: name) (121: pricerange)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","The Waterman is a  Italian restaurant and  is child friendly, they are in the higher price range. It is located in city centre near Raja Indian Cuisine.",(0: name) (18: food) (26: eattype) (44: familyfriendly) (77: pricerange) (115: area) (132: near)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","The Waterman is a restaurant with Italian food. It is not children friendly. Located near the Raja Indian Cuisine, its price range is high, though located riverside.",(0: name) (18: eattype) (34: food) (58: familyfriendly) (96: near) (134: pricerange) (159: area)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","The Waterman is a restaurant that also serves Italian at a high price range and is not children friendly, It is located in riverside near Raja Indian Cuisine.",(0: name) (18: eattype) (46: food) (59: pricerange) (87: familyfriendly) (124: area) (139: near)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman near Raja Indian Cuisine in riverside serves a high price range Italian food.,(0: name) (18: near) (41: area) (60: pricerange) (77: food)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",There is a restaurant near Raja Indian Cuisine in riverside called The Waterman with a high price range Italian food.,(11: eattype) (27: near) (50: area) (67: name) (87: pricerange) (104: food)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","There is a high price restaurant, The Waterman, located in the riverside near Raja Indian Cuisine that serves Italian but is not children friendly.",(11: pricerange) (22: eattype) (35: name) (65: area) (80: near) (112: food) (129: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","Located Riverside near the Raja Indian Cuisine, The Waterman is a restaurant offering Italian food at a high price range. It is not very children friendly.",(8: area) (27: near) (49: name) (67: eattype) (87: food) (104: pricerange) (137: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","For a high priced restaurant serving Italian food with a children friendly environment, try The Waterman near Raja Indian Cuisine in the Riverside area.",(6: pricerange) (18: eattype) (37: food) (57: familyfriendly) (93: name) (111: near) (138: area)
